table_name,id,tf,n_rows,min_ts,max_ts,n_bar_seq,tf_days_min,tf_days_max,n_partial_end_true,n_partial_end_false,n_partial_start_true,n_partial_start_false,n_missing_days_true,n_missing_days_false,count_days_min,count_days_max,count_days_remaining_min,count_days_remaining_max,audit_generated_at,rows_per_bar_seq,has_snapshot_multiplicity,canonical_share,missing_days_share,tf_days_constant,tf_days_span,partial_start_share
public.cmc_price_bars_multi_tf,1,360D,5614,2010-07-13 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,16,360,360,5599,15,0,5614,0,5614,1,360,0,359,2025-12-20T02:11:38.415963+00:00,350.875,True,0.002672,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1,3650D,5614,2010-07-13 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,2,3650,3650,5613,1,0,5614,0,5614,1,3650,0,3649,2025-12-20T02:11:38.415963+00:00,2807.0,True,0.000178,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1,365D,5614,2010-07-13 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,16,365,365,5599,15,0,5614,0,5614,1,365,0,364,2025-12-20T02:11:38.415963+00:00,350.875,True,0.002672,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1,3960D,5614,2010-07-13 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,2,3960,3960,5613,1,0,5614,0,5614,1,3960,0,3959,2025-12-20T02:11:38.415963+00:00,2807.0,True,0.000178,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1,3D,5614,2010-07-13 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,1872,3,3,3743,1871,0,5614,0,5614,1,3,0,2,2025-12-20T02:11:38.415963+00:00,2.9989,True,0.333274,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1,400D,5614,2010-07-13 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,15,400,400,5600,14,0,5614,0,5614,1,400,0,399,2025-12-20T02:11:38.415963+00:00,374.2667,True,0.002494,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1,4015D,5614,2010-07-13 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,2,4015,4015,5613,1,0,5614,0,5614,1,4015,0,4014,2025-12-20T02:11:38.415963+00:00,2807.0,True,0.000178,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1,40D,5614,2010-07-13 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,141,40,40,5474,140,0,5614,0,5614,1,40,0,39,2025-12-20T02:11:38.415963+00:00,39.8156,True,0.024938,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1,42D,5614,2010-07-13 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,134,42,42,5481,133,0,5614,0,5614,1,42,0,41,2025-12-20T02:11:38.415963+00:00,41.8955,True,0.023691,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1,4320D,5614,2010-07-13 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,2,4320,4320,5613,1,0,5614,0,5614,1,4320,0,4319,2025-12-20T02:11:38.415963+00:00,2807.0,True,0.000178,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1,4380D,5614,2010-07-13 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,2,4380,4380,5613,1,0,5614,0,5614,1,4380,0,4379,2025-12-20T02:11:38.415963+00:00,2807.0,True,0.000178,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1,441D,5614,2010-07-13 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,13,441,441,5602,12,0,5614,0,5614,1,441,0,440,2025-12-20T02:11:38.415963+00:00,431.8462,True,0.002138,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1,45D,5614,2010-07-13 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,125,45,45,5490,124,0,5614,0,5614,1,45,0,44,2025-12-20T02:11:38.415963+00:00,44.912,True,0.022088,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1,4680D,5614,2010-07-13 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,2,4680,4680,5613,1,0,5614,0,5614,1,4680,0,4679,2025-12-20T02:11:38.415963+00:00,2807.0,True,0.000178,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1,4745D,5614,2010-07-13 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,2,4745,4745,5613,1,0,5614,0,5614,1,4745,0,4744,2025-12-20T02:11:38.415963+00:00,2807.0,True,0.000178,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1,4D,5614,2010-07-13 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,1404,4,4,4211,1403,0,5614,0,5614,1,4,0,3,2025-12-20T02:11:38.415963+00:00,3.9986,True,0.249911,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1,500D,5614,2010-07-13 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,12,500,500,5603,11,0,5614,0,5614,1,500,0,499,2025-12-20T02:11:38.415963+00:00,467.8333,True,0.001959,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1,5040D,5614,2010-07-13 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,2,5040,5040,5613,1,0,5614,0,5614,1,5040,0,5039,2025-12-20T02:11:38.415963+00:00,2807.0,True,0.000178,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1,50D,5614,2010-07-13 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,113,50,50,5502,112,0,5614,0,5614,1,50,0,49,2025-12-20T02:11:38.415963+00:00,49.6814,True,0.01995,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1,5110D,5614,2010-07-13 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,2,5110,5110,5613,1,0,5614,0,5614,1,5110,0,5109,2025-12-20T02:11:38.415963+00:00,2807.0,True,0.000178,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1,525D,5614,2010-07-13 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,11,525,525,5604,10,0,5614,0,5614,1,525,0,524,2025-12-20T02:11:38.415963+00:00,510.3636,True,0.001781,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1,5400D,5614,2010-07-13 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,2,5400,5400,5613,1,0,5614,0,5614,1,5400,0,5399,2025-12-20T02:11:38.415963+00:00,2807.0,True,0.000178,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1,5475D,5614,2010-07-13 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,2,5475,5475,5613,1,0,5614,0,5614,1,5475,0,5474,2025-12-20T02:11:38.415963+00:00,2807.0,True,0.000178,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1,560D,5614,2010-07-13 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,11,560,560,5604,10,0,5614,0,5614,1,560,0,559,2025-12-20T02:11:38.415963+00:00,510.3636,True,0.001781,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1,56D,5614,2010-07-13 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,101,56,56,5514,100,0,5614,0,5614,1,56,0,55,2025-12-20T02:11:38.415963+00:00,55.5842,True,0.017813,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1,5760D,5614,2010-07-13 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,1,5760,5760,5614,0,0,5614,0,5614,1,5614,146,5759,2025-12-20T02:11:38.415963+00:00,5614.0,True,0.0,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1,5840D,5614,2010-07-13 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,1,5840,5840,5614,0,0,5614,0,5614,1,5614,226,5839,2025-12-20T02:11:38.415963+00:00,5614.0,True,0.0,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1,588D,5614,2010-07-13 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,10,588,588,5605,9,0,5614,0,5614,1,588,0,587,2025-12-20T02:11:38.415963+00:00,561.4,True,0.001603,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1,5D,5614,2010-07-13 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,1123,5,5,4492,1122,0,5614,0,5614,1,5,0,4,2025-12-20T02:11:38.415963+00:00,4.9991,True,0.199857,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1,600D,5614,2010-07-13 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,10,600,600,5605,9,0,5614,0,5614,1,600,0,599,2025-12-20T02:11:38.415963+00:00,561.4,True,0.001603,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1,60D,5614,2010-07-13 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,94,60,60,5521,93,0,5614,0,5614,1,60,0,59,2025-12-20T02:11:38.415963+00:00,59.7234,True,0.016566,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1,6120D,5614,2010-07-13 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,1,6120,6120,5614,0,0,5614,0,5614,1,5614,506,6119,2025-12-20T02:11:38.415963+00:00,5614.0,True,0.0,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1,6205D,5614,2010-07-13 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,1,6205,6205,5614,0,0,5614,0,5614,1,5614,591,6204,2025-12-20T02:11:38.415963+00:00,5614.0,True,0.0,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1,630D,5614,2010-07-13 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,9,630,630,5606,8,0,5614,0,5614,1,630,0,629,2025-12-20T02:11:38.415963+00:00,623.7778,True,0.001425,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1,63D,5614,2010-07-13 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,90,63,63,5525,89,0,5614,0,5614,1,63,0,62,2025-12-20T02:11:38.415963+00:00,62.3778,True,0.015853,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1,6480D,5614,2010-07-13 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,1,6480,6480,5614,0,0,5614,0,5614,1,5614,866,6479,2025-12-20T02:11:38.415963+00:00,5614.0,True,0.0,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1,6570D,5614,2010-07-13 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,1,6570,6570,5614,0,0,5614,0,5614,1,5614,956,6569,2025-12-20T02:11:38.415963+00:00,5614.0,True,0.0,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1,6840D,5614,2010-07-13 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,1,6840,6840,5614,0,0,5614,0,5614,1,5614,1226,6839,2025-12-20T02:11:38.415963+00:00,5614.0,True,0.0,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1,6935D,5614,2010-07-13 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,1,6935,6935,5614,0,0,5614,0,5614,1,5614,1321,6934,2025-12-20T02:11:38.415963+00:00,5614.0,True,0.0,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1,700D,5614,2010-07-13 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,9,700,700,5606,8,0,5614,0,5614,1,700,0,699,2025-12-20T02:11:38.415963+00:00,623.7778,True,0.001425,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1,70D,5614,2010-07-13 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,81,70,70,5534,80,0,5614,0,5614,1,70,0,69,2025-12-20T02:11:38.415963+00:00,69.3086,True,0.01425,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1,7200D,5614,2010-07-13 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,1,7200,7200,5614,0,0,5614,0,5614,1,5614,1586,7199,2025-12-20T02:11:38.415963+00:00,5614.0,True,0.0,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1,720D,5614,2010-07-13 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,8,720,720,5607,7,0,5614,0,5614,1,720,0,719,2025-12-20T02:11:38.415963+00:00,701.75,True,0.001247,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1,7300D,5614,2010-07-13 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,1,7300,7300,5614,0,0,5614,0,5614,1,5614,1686,7299,2025-12-20T02:11:38.415963+00:00,5614.0,True,0.0,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1,730D,5614,2010-07-13 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,8,730,730,5607,7,0,5614,0,5614,1,730,0,729,2025-12-20T02:11:38.415963+00:00,701.75,True,0.001247,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1,750D,5614,2010-07-13 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,8,750,750,5607,7,0,5614,0,5614,1,750,0,749,2025-12-20T02:11:38.415963+00:00,701.75,True,0.001247,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1,7D,5614,2010-07-13 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,802,7,7,4812,802,0,5614,0,5614,1,7,0,6,2025-12-20T02:11:38.415963+00:00,7.0,True,0.142857,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1,800D,5614,2010-07-13 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,8,800,800,5607,7,0,5614,0,5614,1,800,0,799,2025-12-20T02:11:38.415963+00:00,701.75,True,0.001247,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1,84D,5614,2010-07-13 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,67,84,84,5548,66,0,5614,0,5614,1,84,0,83,2025-12-20T02:11:38.415963+00:00,83.791,True,0.011756,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1,882D,5614,2010-07-13 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,7,882,882,5608,6,0,5614,0,5614,1,882,0,881,2025-12-20T02:11:38.415963+00:00,802.0,True,0.001069,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1,900D,5614,2010-07-13 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,7,900,900,5608,6,0,5614,0,5614,1,900,0,899,2025-12-20T02:11:38.415963+00:00,802.0,True,0.001069,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1,90D,5614,2010-07-13 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,63,90,90,5552,62,0,5614,0,5614,1,90,0,89,2025-12-20T02:11:38.415963+00:00,89.1111,True,0.011044,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1,945D,5614,2010-07-13 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,6,945,945,5609,5,0,5614,0,5614,1,945,0,944,2025-12-20T02:11:38.415963+00:00,935.6667,True,0.000891,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,52,1000D,4496,2013-08-04 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,5,1000,1000,4492,4,0,4496,0,4496,1,1000,0,999,2025-12-20T02:11:38.415963+00:00,899.2,True,0.00089,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,52,100D,4496,2013-08-04 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,45,100,100,4452,44,0,4496,0,4496,1,100,0,99,2025-12-20T02:11:38.415963+00:00,99.9111,True,0.009786,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,52,105D,4496,2013-08-04 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,43,105,105,4454,42,0,4496,0,4496,1,105,0,104,2025-12-20T02:11:38.415963+00:00,104.5581,True,0.009342,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,52,1080D,4496,2013-08-04 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,5,1080,1080,4492,4,0,4496,0,4496,1,1080,0,1079,2025-12-20T02:11:38.415963+00:00,899.2,True,0.00089,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,52,1095D,4496,2013-08-04 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,5,1095,1095,4492,4,0,4496,0,4496,1,1095,0,1094,2025-12-20T02:11:38.415963+00:00,899.2,True,0.00089,0.0,True,0,0.0
