table_name,id,tf,n_rows,min_ts,max_ts,n_bar_seq,tf_days_min,tf_days_max,n_partial_end_true,n_partial_end_false,n_partial_start_true,n_partial_start_false,n_missing_days_true,n_missing_days_false,count_days_min,count_days_max,count_days_remaining_min,count_days_remaining_max,audit_generated_at,rows_per_bar_seq,has_snapshot_multiplicity,canonical_share,missing_days_share,tf_days_constant,tf_days_span,partial_start_share
public.cmc_price_bars_multi_tf,1027,6205D,3763,2015-08-07 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,1,6205,6205,3763,0,0,3763,0,3763,1,3763,2442,6204,2025-12-20T02:11:38.415963+00:00,3763.0,True,0.0,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1027,630D,3763,2015-08-07 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,6,630,630,3758,5,0,3763,0,3763,1,630,0,629,2025-12-20T02:11:38.415963+00:00,627.1667,True,0.001329,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1027,63D,3763,2015-08-07 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,60,63,63,3704,59,0,3763,0,3763,1,63,0,62,2025-12-20T02:11:38.415963+00:00,62.7167,True,0.015679,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1027,6480D,3763,2015-08-07 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,1,6480,6480,3763,0,0,3763,0,3763,1,3763,2717,6479,2025-12-20T02:11:38.415963+00:00,3763.0,True,0.0,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1027,6570D,3763,2015-08-07 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,1,6570,6570,3763,0,0,3763,0,3763,1,3763,2807,6569,2025-12-20T02:11:38.415963+00:00,3763.0,True,0.0,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1027,6840D,3763,2015-08-07 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,1,6840,6840,3763,0,0,3763,0,3763,1,3763,3077,6839,2025-12-20T02:11:38.415963+00:00,3763.0,True,0.0,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1027,6935D,3763,2015-08-07 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,1,6935,6935,3763,0,0,3763,0,3763,1,3763,3172,6934,2025-12-20T02:11:38.415963+00:00,3763.0,True,0.0,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1027,700D,3763,2015-08-07 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,6,700,700,3758,5,0,3763,0,3763,1,700,0,699,2025-12-20T02:11:38.415963+00:00,627.1667,True,0.001329,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1027,70D,3763,2015-08-07 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,54,70,70,3710,53,0,3763,0,3763,1,70,0,69,2025-12-20T02:11:38.415963+00:00,69.6852,True,0.014085,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1027,7200D,3763,2015-08-07 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,1,7200,7200,3763,0,0,3763,0,3763,1,3763,3437,7199,2025-12-20T02:11:38.415963+00:00,3763.0,True,0.0,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1027,720D,3763,2015-08-07 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,6,720,720,3758,5,0,3763,0,3763,1,720,0,719,2025-12-20T02:11:38.415963+00:00,627.1667,True,0.001329,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1027,7300D,3763,2015-08-07 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,1,7300,7300,3763,0,0,3763,0,3763,1,3763,3537,7299,2025-12-20T02:11:38.415963+00:00,3763.0,True,0.0,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1027,730D,3763,2015-08-07 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,6,730,730,3758,5,0,3763,0,3763,1,730,0,729,2025-12-20T02:11:38.415963+00:00,627.1667,True,0.001329,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1027,750D,3763,2015-08-07 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,6,750,750,3758,5,0,3763,0,3763,1,750,0,749,2025-12-20T02:11:38.415963+00:00,627.1667,True,0.001329,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1027,7D,3763,2015-08-07 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,538,7,7,3226,537,0,3763,0,3763,1,7,0,6,2025-12-20T02:11:38.415963+00:00,6.9944,True,0.142705,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1027,800D,3763,2015-08-07 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,5,800,800,3759,4,0,3763,0,3763,1,800,0,799,2025-12-20T02:11:38.415963+00:00,752.6,True,0.001063,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1027,84D,3763,2015-08-07 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,45,84,84,3719,44,0,3763,0,3763,1,84,0,83,2025-12-20T02:11:38.415963+00:00,83.6222,True,0.011693,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1027,882D,3763,2015-08-07 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,5,882,882,3759,4,0,3763,0,3763,1,882,0,881,2025-12-20T02:11:38.415963+00:00,752.6,True,0.001063,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1027,900D,3763,2015-08-07 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,5,900,900,3759,4,0,3763,0,3763,1,900,0,899,2025-12-20T02:11:38.415963+00:00,752.6,True,0.001063,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1027,90D,3763,2015-08-07 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,42,90,90,3722,41,0,3763,0,3763,1,90,0,89,2025-12-20T02:11:38.415963+00:00,89.5952,True,0.010896,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1027,945D,3763,2015-08-07 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,4,945,945,3760,3,0,3763,0,3763,1,945,0,944,2025-12-20T02:11:38.415963+00:00,940.75,True,0.000797,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,1000D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,4,1000,1000,3042,3,0,3045,0,3045,1,1000,0,999,2025-12-20T02:11:38.415963+00:00,761.25,True,0.000985,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,100D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,31,100,100,3015,30,0,3045,0,3045,1,100,0,99,2025-12-20T02:11:38.415963+00:00,98.2258,True,0.009852,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,105D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,29,105,105,3016,29,0,3045,0,3045,1,105,0,104,2025-12-20T02:11:38.415963+00:00,105.0,True,0.009524,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,1080D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,3,1080,1080,3043,2,0,3045,0,3045,1,1080,0,1079,2025-12-20T02:11:38.415963+00:00,1015.0,True,0.000657,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,1095D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,3,1095,1095,3043,2,0,3045,0,3045,1,1095,0,1094,2025-12-20T02:11:38.415963+00:00,1015.0,True,0.000657,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,10D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,305,10,10,2741,304,0,3045,0,3045,1,10,0,9,2025-12-20T02:11:38.415963+00:00,9.9836,True,0.099836,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,140D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,22,140,140,3024,21,0,3045,0,3045,1,140,0,139,2025-12-20T02:11:38.415963+00:00,138.4091,True,0.006897,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,1440D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,3,1440,1440,3043,2,0,3045,0,3045,1,1440,0,1439,2025-12-20T02:11:38.415963+00:00,1015.0,True,0.000657,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,1460D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,3,1460,1460,3043,2,0,3045,0,3045,1,1460,0,1459,2025-12-20T02:11:38.415963+00:00,1015.0,True,0.000657,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,147D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,21,147,147,3025,20,0,3045,0,3045,1,147,0,146,2025-12-20T02:11:38.415963+00:00,145.0,True,0.006568,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,14D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,218,14,14,2828,217,0,3045,0,3045,1,14,0,13,2025-12-20T02:11:38.415963+00:00,13.9679,True,0.071264,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,150D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,21,150,150,3025,20,0,3045,0,3045,1,150,0,149,2025-12-20T02:11:38.415963+00:00,145.0,True,0.006568,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,15D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,203,15,15,2842,203,0,3045,0,3045,1,15,0,14,2025-12-20T02:11:38.415963+00:00,15.0,True,0.066667,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,180D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,17,180,180,3029,16,0,3045,0,3045,1,180,0,179,2025-12-20T02:11:38.415963+00:00,179.1176,True,0.005255,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,1825D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,2,1825,1825,3044,1,0,3045,0,3045,1,1825,0,1824,2025-12-20T02:11:38.415963+00:00,1522.5,True,0.000328,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,200D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,16,200,200,3030,15,0,3045,0,3045,1,200,0,199,2025-12-20T02:11:38.415963+00:00,190.3125,True,0.004926,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,20D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,153,20,20,2893,152,0,3045,0,3045,1,20,0,19,2025-12-20T02:11:38.415963+00:00,19.902,True,0.049918,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,210D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,15,210,210,3031,14,0,3045,0,3045,1,210,0,209,2025-12-20T02:11:38.415963+00:00,203.0,True,0.004598,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,2160D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,2,2160,2160,3044,1,0,3045,0,3045,1,2160,0,2159,2025-12-20T02:11:38.415963+00:00,1522.5,True,0.000328,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,21D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,145,21,21,2900,145,0,3045,0,3045,1,21,0,20,2025-12-20T02:11:38.415963+00:00,21.0,True,0.047619,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,250D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,13,250,250,3033,12,0,3045,0,3045,1,250,0,249,2025-12-20T02:11:38.415963+00:00,234.2308,True,0.003941,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,2520D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,2,2520,2520,3044,1,0,3045,0,3045,1,2520,0,2519,2025-12-20T02:11:38.415963+00:00,1522.5,True,0.000328,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,2555D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,2,2555,2555,3044,1,0,3045,0,3045,1,2555,0,2554,2025-12-20T02:11:38.415963+00:00,1522.5,True,0.000328,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,25D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,122,25,25,2924,121,0,3045,0,3045,1,25,0,24,2025-12-20T02:11:38.415963+00:00,24.959,True,0.039737,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,270D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,12,270,270,3034,11,0,3045,0,3045,1,270,0,269,2025-12-20T02:11:38.415963+00:00,253.75,True,0.003612,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,280D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,11,280,280,3035,10,0,3045,0,3045,1,280,0,279,2025-12-20T02:11:38.415963+00:00,276.8182,True,0.003284,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,2880D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,2,2880,2880,3044,1,0,3045,0,3045,1,2880,0,2879,2025-12-20T02:11:38.415963+00:00,1522.5,True,0.000328,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,28D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,109,28,28,2937,108,0,3045,0,3045,1,28,0,27,2025-12-20T02:11:38.415963+00:00,27.9358,True,0.035468,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,2920D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,2,2920,2920,3044,1,0,3045,0,3045,1,2920,0,2919,2025-12-20T02:11:38.415963+00:00,1522.5,True,0.000328,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,294D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,11,294,294,3035,10,0,3045,0,3045,1,294,0,293,2025-12-20T02:11:38.415963+00:00,276.8182,True,0.003284,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,2D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,1523,2,2,1523,1522,0,3045,0,3045,1,2,0,1,2025-12-20T02:11:38.415963+00:00,1.9993,True,0.499836,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,300D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,11,300,300,3035,10,0,3045,0,3045,1,300,0,299,2025-12-20T02:11:38.415963+00:00,276.8182,True,0.003284,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,30D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,102,30,30,2944,101,0,3045,0,3045,1,30,0,29,2025-12-20T02:11:38.415963+00:00,29.8529,True,0.033169,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,315D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,10,315,315,3036,9,0,3045,0,3045,1,315,0,314,2025-12-20T02:11:38.415963+00:00,304.5,True,0.002956,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,3240D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,1,3240,3240,3045,0,0,3045,0,3045,1,3045,195,3239,2025-12-20T02:11:38.415963+00:00,3045.0,True,0.0,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,3285D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,1,3285,3285,3045,0,0,3045,0,3045,1,3045,240,3284,2025-12-20T02:11:38.415963+00:00,3045.0,True,0.0,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,350D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,9,350,350,3037,8,0,3045,0,3045,1,350,0,349,2025-12-20T02:11:38.415963+00:00,338.3333,True,0.002627,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,360D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,9,360,360,3037,8,0,3045,0,3045,1,360,0,359,2025-12-20T02:11:38.415963+00:00,338.3333,True,0.002627,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,3650D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,1,3650,3650,3045,0,0,3045,0,3045,1,3045,605,3649,2025-12-20T02:11:38.415963+00:00,3045.0,True,0.0,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,365D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,9,365,365,3037,8,0,3045,0,3045,1,365,0,364,2025-12-20T02:11:38.415963+00:00,338.3333,True,0.002627,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,3960D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,1,3960,3960,3045,0,0,3045,0,3045,1,3045,915,3959,2025-12-20T02:11:38.415963+00:00,3045.0,True,0.0,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,3D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,1015,3,3,2030,1015,0,3045,0,3045,1,3,0,2,2025-12-20T02:11:38.415963+00:00,3.0,True,0.333333,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,400D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,8,400,400,3038,7,0,3045,0,3045,1,400,0,399,2025-12-20T02:11:38.415963+00:00,380.625,True,0.002299,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,4015D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,1,4015,4015,3045,0,0,3045,0,3045,1,3045,970,4014,2025-12-20T02:11:38.415963+00:00,3045.0,True,0.0,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,40D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,77,40,40,2969,76,0,3045,0,3045,1,40,0,39,2025-12-20T02:11:38.415963+00:00,39.5455,True,0.024959,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,42D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,73,42,42,2973,72,0,3045,0,3045,1,42,0,41,2025-12-20T02:11:38.415963+00:00,41.7123,True,0.023645,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,4320D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,1,4320,4320,3045,0,0,3045,0,3045,1,3045,1275,4319,2025-12-20T02:11:38.415963+00:00,3045.0,True,0.0,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,4380D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,1,4380,4380,3045,0,0,3045,0,3045,1,3045,1335,4379,2025-12-20T02:11:38.415963+00:00,3045.0,True,0.0,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,441D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,7,441,441,3039,6,0,3045,0,3045,1,441,0,440,2025-12-20T02:11:38.415963+00:00,435.0,True,0.00197,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,45D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,68,45,45,2978,67,0,3045,0,3045,1,45,0,44,2025-12-20T02:11:38.415963+00:00,44.7794,True,0.022003,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,4680D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,1,4680,4680,3045,0,0,3045,0,3045,1,3045,1635,4679,2025-12-20T02:11:38.415963+00:00,3045.0,True,0.0,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,4745D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,1,4745,4745,3045,0,0,3045,0,3045,1,3045,1700,4744,2025-12-20T02:11:38.415963+00:00,3045.0,True,0.0,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,4D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,762,4,4,2284,761,0,3045,0,3045,1,4,0,3,2025-12-20T02:11:38.415963+00:00,3.9961,True,0.249918,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,500D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,7,500,500,3039,6,0,3045,0,3045,1,500,0,499,2025-12-20T02:11:38.415963+00:00,435.0,True,0.00197,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,5040D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,1,5040,5040,3045,0,0,3045,0,3045,1,3045,1995,5039,2025-12-20T02:11:38.415963+00:00,3045.0,True,0.0,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,50D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,61,50,50,2985,60,0,3045,0,3045,1,50,0,49,2025-12-20T02:11:38.415963+00:00,49.918,True,0.019704,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,5110D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,1,5110,5110,3045,0,0,3045,0,3045,1,3045,2065,5109,2025-12-20T02:11:38.415963+00:00,3045.0,True,0.0,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,525D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,6,525,525,3040,5,0,3045,0,3045,1,525,0,524,2025-12-20T02:11:38.415963+00:00,507.5,True,0.001642,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,5400D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,1,5400,5400,3045,0,0,3045,0,3045,1,3045,2355,5399,2025-12-20T02:11:38.415963+00:00,3045.0,True,0.0,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,5475D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,1,5475,5475,3045,0,0,3045,0,3045,1,3045,2430,5474,2025-12-20T02:11:38.415963+00:00,3045.0,True,0.0,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,560D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,6,560,560,3040,5,0,3045,0,3045,1,560,0,559,2025-12-20T02:11:38.415963+00:00,507.5,True,0.001642,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,56D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,55,56,56,2991,54,0,3045,0,3045,1,56,0,55,2025-12-20T02:11:38.415963+00:00,55.3636,True,0.017734,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,5760D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,1,5760,5760,3045,0,0,3045,0,3045,1,3045,2715,5759,2025-12-20T02:11:38.415963+00:00,3045.0,True,0.0,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,5840D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,1,5840,5840,3045,0,0,3045,0,3045,1,3045,2795,5839,2025-12-20T02:11:38.415963+00:00,3045.0,True,0.0,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,588D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,6,588,588,3040,5,0,3045,0,3045,1,588,0,587,2025-12-20T02:11:38.415963+00:00,507.5,True,0.001642,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,5D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,609,5,5,2436,609,0,3045,0,3045,1,5,0,4,2025-12-20T02:11:38.415963+00:00,5.0,True,0.2,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,600D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,6,600,600,3040,5,0,3045,0,3045,1,600,0,599,2025-12-20T02:11:38.415963+00:00,507.5,True,0.001642,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,60D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,51,60,60,2995,50,0,3045,0,3045,1,60,0,59,2025-12-20T02:11:38.415963+00:00,59.7059,True,0.01642,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,6120D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,1,6120,6120,3045,0,0,3045,0,3045,1,3045,3075,6119,2025-12-20T02:11:38.415963+00:00,3045.0,True,0.0,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,6205D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,1,6205,6205,3045,0,0,3045,0,3045,1,3045,3160,6204,2025-12-20T02:11:38.415963+00:00,3045.0,True,0.0,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,630D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,5,630,630,3041,4,0,3045,0,3045,1,630,0,629,2025-12-20T02:11:38.415963+00:00,609.0,True,0.001314,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,63D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,49,63,63,2997,48,0,3045,0,3045,1,63,0,62,2025-12-20T02:11:38.415963+00:00,62.1429,True,0.015764,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,6480D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,1,6480,6480,3045,0,0,3045,0,3045,1,3045,3435,6479,2025-12-20T02:11:38.415963+00:00,3045.0,True,0.0,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,6570D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,1,6570,6570,3045,0,0,3045,0,3045,1,3045,3525,6569,2025-12-20T02:11:38.415963+00:00,3045.0,True,0.0,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,6840D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,1,6840,6840,3045,0,0,3045,0,3045,1,3045,3795,6839,2025-12-20T02:11:38.415963+00:00,3045.0,True,0.0,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,6935D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,1,6935,6935,3045,0,0,3045,0,3045,1,3045,3890,6934,2025-12-20T02:11:38.415963+00:00,3045.0,True,0.0,0.0,True,0,0.0
public.cmc_price_bars_multi_tf,1839,700D,3045,2017-07-25 19:59:59.999000-04:00,2025-11-24 23:59:59.999000+00:00,5,700,700,3041,4,0,3045,0,3045,1,700,0,699,2025-12-20T02:11:38.415963+00:00,609.0,True,0.001314,0.0,True,0,0.0
